AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,PERIODO,TIPENC,FECENT,RESULT,PANEL,P22,P23,P24A,P24B,P25$1,P25$2,P25$3,P25$4,P25$5,P101,P102,P103,P103A,P104,P104A,P104B1,P104B2,P105A,P105B,P106,P106A,P106B,P107B1,P107C11,P107C12,P107C13,P107C14,P107C16,P107C17,P107C18,P107C19,P107C110,P107D1,P107B2,P107C21,P107C22,P107C23,P107C24,P107C26,P107C27,P107C28,P107C29,P107C210,P107D2,P107B3,P107C31,P107C32,P107C33,P107C34,P107C36,P107C37,P107C38,P107C39,P107C310,P107D3,P107B4,P107C41,P107C42,P107C43,P107C44,P107C46,P107C47,P107C48,P107C49,P107C410,P107D4,P107E,P110,P110A1,P110A,P110A_MODIFICADA,P110C,P110C1,P110C2,P110C3,P110D,P110E,P110F,P110G,P111A,P1121,P1123,P1124,P1125,P1126,P1127,P112A,P1131,P1132,P1133,P1135,P1136,P1139,P1137,P1138,P113A,P1141,P1142,P1143,P1144,P1145,P1171$01,P1171$02,P1171$03,P1171$04,P1171$05,P1171$06,P1171$07,P1171$08,P1171$09,P1171$10,P1171$11,P1171$12,P1171$13,P1171$14,P1171$15,P1171$16,P1172$01,P1172$02,P1172$03,P1172$04,P1172$05,P1172$06,P1172$07,P1172$08,P1172$09,P1172$10,P1172$11,P1172$12,P1172$13,P1172$14,P1172$15,P1172$16,P1173$01,P1173$02,P1173$03,P1173$04,P1173$05,P1173$06,P1173$07,P1173$08,P1173$09,P1173$10,P1173$11,P1173$12,P1173$13,P1173$14,P1173$15,P1173$16,P1174$01,P1174$02,P1174$03,P1174$04,P1174$05,P1174$06,P1174$07,P1174$08,P1174$09,P1174$10,P1174$11,P1174$12,P1174$13,P1174$14,P1174$15,P1174$16,P1175$01,P1175$02,P1175$03,P1175$04,P1175$05,P1175$06,P1175$07,P1175$08,P1175$09,P1175$10,P1175$11,P1175$12,P1175$13,P1175$14,P1175$15,P1175$16,P117T2,P117T3,P117T4,T110,P200I,P600I,P600D1,P600M1,P600A1,P600D2,P600M2,P600A2,P612I1,P612I11,P612I2,P612I22,P700I,P710I,P800I,P110I,D105B,D106,D107D1,D107D2,D107D3,D107D4,D1172$01,D1173$01,D1174$01,D1172$02,D1173$02,D1174$02,D1172$04,D1173$04,D1174$04,D1172$05,D1173$05,D1174$05,D1172$06,D1173$06,D1174$06,D1172$07,D1173$07,D1174$07,D1172$08,D1173$08,D1174$08,D1172$09,D1173$09,D1174$09,D1172$10,D1173$10,D1174$10,D1172$15,D1173$15,D1174$15,D1172$16,D1173$16,D1174$16,D612I11,D1172$11,D1173$11,D1174$11,D1172$12,D1173$12,D1174$12,D1172$13,D1173$13,D1174$13,D1172$14,D1173$14,D1174$14,D612I22,I105B,I106,I1172$01,I1172$02,I1172$04,I1172$05,I1172$06,I1172$07,I1172$08,I1172$09,I1172$10,I1172$11,I1172$12,I1172$13,I1172$14,I1172$15,I1172$16,I1173$01,I1174$01,I1173$02,I1174$02,I1173$04,I1174$04,I1173$05,I1174$05,I1173$06,I1174$06,I1173$07,I1174$07,I1173$08,I1174$08,I1173$09,I1174$09,I1173$10,I1174$10,I1173$11,I1174$11,I1173$12,I1174$12,I1173$13,I1174$13,I1173$14,I1174$14,I1173$15,I1174$15,I1173$16,I1174$16,T111A,NBI1,NBI2,NBI3,NBI4,NBI5,TICUEST01,TIPOCUESTIONARIO,FACTOR07,FACTOR_P,NCONGLOME,SUB_CONGLOME,CODCCPP,NOMCCPP,LONGITUD,LATITUD,ALTITUD
2021,09,005044,130,11,010701,7,4,2,3,20210910,1,1,2, ,3,1,0,1,0,1,0,4,3,5,4,4,3,3,3,6, ,400, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,2,1,3,0,2, ,3,2,2,3,1,1,2,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,1, ,1,0,0,0,1,0,0,0,1,0,1,0,0,16,45, ,52, , , ,0, , , ,55, ,60, , ,0,0, ,0, , , ,0, , , ,0, ,0, , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,228,0,0,2,01,01,26,08,2021,09,09,2021,2, ,2, ,01,01,01,01, ,4691, , , , ,188,0, ,528,0, ,610,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,654,0, , , , ,713,0, , , ,4691,188,528,610, , , ,0, , , ,654, ,713, , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , ,0, , , , , ,2,0,0,0,0,0,2,2,277.086212158203,166.956066349121,006698,00,0001,CIUDAD BAGUA GRANDE,-78.4440460205078,-5.76245927810669,505
2021,05,005045,013,11,010701,7,4,2,3,20210513,1,1,2, ,4,3,0,1,0,0,0,1,3,6,4,4,2,2,2,2, ,220,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,2, ,2,2,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,1,0,0,1,1, ,1,0,0,1,0,0,0,0,1,1,0,0,0,20,54, ,46, , ,5, , , , ,35,86, , , ,0,0, ,0, , ,0, , , , ,0,0, , , , , , ,0, , ,0, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,1,01,02,29,04,2021,13,05,2021,2, ,2, ,01,01,01,01, ,2718, , , , ,247,0, ,667,0, ,568,0,0, , , , , , ,62,0,0, , , , , , , , , , , , , , , , , , , ,435,0, ,1068,0, , , , , , ,2718,247,667,568, , ,62, , , , ,435,1068, , , ,0, ,0, ,0,0, , , , ,0,0, , , , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,279.662750244141,178.663912214576,006699,00,0001,CIUDAD BAGUA GRANDE,-78.4456558227539,-5.76538181304932,500
2021,05,005045,033,11,010701,7,4,2,3,20210513,1,2,2, ,2,2,0,0,0,0,1,1,3,5,4,3,1,2,2,2, ,88,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,2, ,2,2,9,9,1,1,4,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0,1,0,1,1, ,1,0,0,0,1,0,0,0,1,0,1,1,0,19,30, ,42, , , ,20, , , ,20, ,10,0, ,0,0, ,0, , , ,0, , , ,0, ,0,0, , , , ,0, , , ,0, , , , , , ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,141,0,0,1,02,02,28,04,2021,12,05,2021,2, ,2, ,01,02,01,02, ,1087, , , , ,235,0, ,371,0, ,519,0,0, , , , , , , , , ,247,0,0, , , , , , ,0,0,0, , , , , , , ,248,0, , , , ,124,0, , , ,1087,235,371,519, , , ,247, , , ,248, ,124,0, ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , ,0, ,0,0, , ,4,0,0,0,0,0,2,2,279.662750244141,178.663912214576,006699,00,0001,CIUDAD BAGUA GRANDE,-78.4456558227539,-5.76538181304932,500
2021,05,005045,040,11,010701,7,4,2,3,20210514,1,1,2, ,3,2,0,0,0,1,0,1,3,5,4,2,1,3,3,1,150, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,2, ,3,3,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,1,1,0,0,1,1, ,1,0,0,1,1,0,0,0,1,1,0,0,0,24,30, ,42, , ,6,12, , , ,20,40, , , ,0,0, ,0, , ,0,0, , , ,0,0, , , , , , ,0, , ,0,0, , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,1,01,02,29,04,2021,13,05,2021,2, ,2, ,01,01,01,01,1853, , , , , ,297,0, ,371,0, ,519,0,0, , , , , , ,74,0,0,148,0,0, , , , , , , , , , , , , , , , ,248,0, ,497,0, , , , , ,1853, ,297,371,519, , ,74,148, , , ,248,497, , , ,0, ,0, ,0,0, , , , ,0,0,0,0, , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,279.662750244141,178.663912214576,006699,00,0001,CIUDAD BAGUA GRANDE,-78.4456558227539,-5.76538181304932,500
2021,05,005045,047,11,010701,7,4,2,3,20210515,1,2,2, ,2,1,0,1,0,1,0,1,3,5,4,4,2,2,2,2, ,500,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,2, ,3,2,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,1,0,1,1, ,1,0,0,0,1,0,0,0,1,0,1,0,0,21,100, ,68, , , ,16, , , ,80, ,70, , ,0,0, ,0, , , ,0, , , ,0, ,0, , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,1,01,02,30,04,2021,14,05,2021,2, ,2, ,01,01,01,01, ,6178, , , , ,259,0, ,1236,0, ,840,0,0, , , , , , , , , ,198,0,0, , , , , , , , , , , , , , , , ,994,0, , , , ,869,0, , , ,6178,259,1236,840, , , ,198, , , ,994, ,869, , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , ,0, , , , , ,1,0,0,0,0,0,2,2,279.662750244141,178.663912214576,006699,00,0001,CIUDAD BAGUA GRANDE,-78.4456558227539,-5.76538181304932,500
2021,05,005045,056,11,010701,7,4,2,3,20210514,1,1,2, ,3,1,0,1,0,0,0,1,3,5,4,3,2,2,2,2, ,150,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,2, ,3,2,9,9,1,1,4,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,2,0,1,1,1,0,1,1, ,1,0,0,1,1,0,0,0,1,1,1,1,0,19,15, ,52, , ,8,0, , , ,10,40,0,0, ,0,0, ,0, , ,0,16, , , ,29,0,25,0, , , , ,0, , ,0,0, , , , , , ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,144,70,0,1,01,01,29,04,2021,13,05,2021,2, ,2, ,01,01,01,01, ,1853, , , , ,235,0, ,185,0, ,642,0,0, , , , , , ,99,0,0,0,198,0, , , , , , ,0,0,0, , , , , , , ,124,360, ,497,0, ,0,310, , , ,1853,235,185,642, , ,99,0, , , ,124,497,0,0, ,0, ,0, ,0,0, , , , ,0,0,198,0, , , , , , ,360, ,0, ,310, ,0,0, , ,4,0,0,0,0,0,2,2,279.662750244141,178.663912214576,006699,00,0001,CIUDAD BAGUA GRANDE,-78.4456558227539,-5.76538181304932,500
2021,01,005049,003,11,010701,7,4,2,3,20210114,1,1,2, ,2,2,0,1,1,1,0,1,4,5,4,4,2,2,2,2, ,55,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,24, , ,9,9,2, ,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,0,1,0,1,0,1,1, ,1,0,0,0,1,0,0,0,1,0,1,0,0,0,16, ,20, , , ,0, , , ,30, ,20, , ,0,0, ,0, , , ,0, , , ,0, ,0, , , , , ,0, , , ,52, , , , , , , , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,52,1,02,02,30,12,2020,13,01,2021,2, ,2, ,02,02,02,02, ,699, , , , ,0,0, ,203,0, ,254,0,0, , , , , , , , , ,0,0,661, , , , , , , , , , , , , , , , ,383,0, , , , ,256,0, , , ,699,224,203,254, , , ,0, , , ,383, ,256, , ,0, ,0, ,0,0, , , , , , ,0,661, , , , , , ,0, , , ,0, , , , , ,4,0,0,0,0,0,2,2,324.178344726563,162.337083858671,006719,00,0026,CENTRO POBLADO MENOR BUENA VISTA,-78.4969253540039,-5.85542249679565,1649
2021,01,005049,019,11,010701,7,4,2,3,20210115,1,1,2, ,4,3,0,0,0,0,1,1,4,6,4,2,1,2,2,2, ,72,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,2, ,3,6,9,9,2, ,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,1,1,1, ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9, , , , , ,0, , , , , , , , ,0,0, , , , , ,0, , , , , , , , , , , , , , , ,36, , , , , , , , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,39,1,01,01,31,12,2020,14,01,2021,2, ,2, ,01,01,01,01, ,915, , , , ,0,0, ,114,0, , , , , , , , , , , , , ,0,0,458, , , , , , , , , , , , , , , , , , , , , , , , , , , ,915,224,114, , , , ,0, , , , , , , , ,0, ,0, , , , , , , , , ,0,458, , , , , , , , , , , , , , , , ,4,0,0,0,0,0,2,2,324.178344726563,162.337083858671,006719,00,0026,CENTRO POBLADO MENOR BUENA VISTA,-78.4969253540039,-5.85542249679565,1649
2021,01,005049,024,11,010701,7,4,2,3,20210115,1,1,2, ,2,2,0,0,0,0,1,1,3,5,4,1,0,2,2,2, ,55,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,6, , ,9,9,2, ,4,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,6,0,1,0,0,0,1,1, ,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13, , , , , ,0, , , ,10, , ,0, ,0,0, , , , , ,0, , , ,0, , ,0, , , , , , , , ,38, , , , , , ,0, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,38,1,01,01,31,12,2020,14,01,2021,2, ,2, ,01,01,01,01, ,699, , , , ,0,0, ,165,0, , , , , , , , , , , , , ,0,0,483, , , , , , ,0,0,0, , , , , , , ,128,0, , , , , , , , , ,699,224,165, , , , ,0, , , ,128, , ,0, ,0, ,0, , , , , , , , , ,0,483, , , , , , ,0, , , , , ,0,0, , ,4,0,0,0,0,0,2,2,324.178344726563,162.337083858671,006719,00,0026,CENTRO POBLADO MENOR BUENA VISTA,-78.4969253540039,-5.85542249679565,1649
2021,01,005049,028,11,010701,7,4,2,3,20210115,1,1,2, ,4,3,0,1,0,1,0,1,4,6,4,4,1,2,2,2, ,50,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,2, ,3,6,9,9,2, ,5,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0,0,0,0,1,1,1, ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8, , , , , ,0, , , , , , ,0, ,0,0, , , , , ,35, , , , , , ,0, , , , , , , , ,0, , , , , , ,0, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,35,0,1,01,01,31,12,2020,14,01,2021,2, ,2, ,01,01,01,01, ,636, , , , ,0,0, ,102,0, , , , , , , , , , , , , ,0,445,0, , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , ,636,149,102, , , , ,0, , , , , , ,0, ,0, ,0, , , , , , , , , ,445,0, , , , , , , , , , , , ,0,0, , ,5,0,0,0,0,0,2,2,324.178344726563,162.337083858671,006719,00,0026,CENTRO POBLADO MENOR BUENA VISTA,-78.4969253540039,-5.85542249679565,1649
2021,01,005049,035,11,010701,7,4,2,3,20210116,1,1,2, ,2,3,0,1,1,1,0,1,4,6,4,2,1,2,2,2, ,45,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,24, , ,9,9,2, ,4,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,1,0,0,8, ,16, , , ,0, , , ,8, , ,0, ,0,0, ,0, , , ,0, , , ,0, , ,0, , , , ,0, , , ,31, , , , , , ,0, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,0,34,1,01,01,01,01,2021,15,01,2021,2, ,2, ,01,01,01,01, ,572, , , , ,0,0, ,102,0, ,203,0,0, , , , , , , , , ,0,0,394, , , , , , ,0,0,0, , , , , , , ,102,0, , , , , , , , , ,572,224,102,203, , , ,0, , , ,102, , ,0, ,0, ,0, ,0,0, , , , , , ,0,394, , , , , , ,0, , , , , ,0,0, , ,4,0,0,0,0,0,2,2,324.178344726563,162.337083858671,006719,00,0026,CENTRO POBLADO MENOR BUENA VISTA,-78.4969253540039,-5.85542249679565,1649
2021,03,005057,093,11,010307,7,5,3,3,20210318,1,1,2, ,3,1,0,1,0,1,0,1,3,5,4,3,2,3,3,1,300, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,24, , ,9,9,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1, ,1,0,0,0,0,0,0,0,1,1,0,0,0,48,98, ,73, , , , , , , ,70,68, , , ,0,0, ,0, , , , , , , ,0,0, , , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,1,01,02,03,03,2021,17,03,2021,2, ,2, ,01,01,01,01,3738, , , , , ,598,0, ,1221,0, ,910,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,886,0, ,860,0, , , , , ,3738, ,598,1221,910, , , , , , , ,886,860, , , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,200.846343994141,177.670296038061,006885,00,0001,CIUDAD PEDRO RUIZ GALLO,-77.9789886474609,-5.94485998153687,1299
2021,03,005057,107,11,010307,7,5,3,3,20210319,1,1,2, ,3,2,1,0,1,1,0,1,1,5,4,3,2,3,3,2, ,150,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,24, , ,9,9,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,8,15, ,40, , , , , , , ,15, , , , ,0,0, ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,1,01,01,04,03,2021,18,03,2021,2, ,2, ,01,01,01,01, ,1869, , , , ,100,0, ,187,0, ,498,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,190,0, , , , , , , , , ,1869,100,187,498, , , , , , , ,190, , , , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,200.846343994141,177.670296038061,006885,00,0001,CIUDAD PEDRO RUIZ GALLO,-77.9789886474609,-5.94485998153687,1299
2021,03,005061,010,11,010502,4,5,2,3,20210311,1,1,2, ,3,3,0,1,0,1,0,1,4,4,4,2,0,2,2,2, ,76,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,24, , ,9,9,2, ,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7, ,36, , , ,0, , , ,8, , ,0, ,0,0, ,0, , , ,0, , , ,0, , ,0, , , , ,0, , , ,16, , , , , , ,0, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57,0,18,1,02,02,24,02,2021,10,03,2021,2, ,2, ,02,02,02,02, ,947, , , , ,0,0, ,87,0, ,449,0,0, , , , , , , , , ,0,0,199, , , , , , ,0,0,0, , , , , , , ,101,0, , , , , , , , , ,947,224,87,449, , , ,0, , , ,101, , ,0, ,0, ,0, ,0,0, , , , , , ,0,199, , , , , , ,0, , , , , ,0,0, , ,1,0,0,0,0,0,2,2,443.511077880859,290.418071830739,006939,00,0001,PUEBLO CAMPORREDONDO,-78.3233642578125,-6.216224193573,1637
2021,03,005061,022,11,010502,4,5,2,3,20210311,1,1,2, ,1,1,0,1,0,1,0,1,4,4,4,3,1,3,2,6, ,55, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,24, , ,9,9,2, ,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0, ,45, , , ,0, , , ,3, , ,0, ,0,17, ,0, , , ,0, , , ,0, , ,0, , , , ,0, , , ,0, , , , , , ,0, ,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,48,17,0,1,01,01,24,02,2021,10,03,2021,2, ,2, ,01,01,01,01, ,685, , , , ,0,0, ,0,212, ,561,0,0, , , , , , , , , ,0,0,0, , , , , , ,0,0,0, , , , , , , ,38,0, , , , , , , , , ,685,149,0,561, , , ,0, , , ,38, , ,0, ,0, ,212, ,0,0, , , , , , ,0,0, , , , , , ,0, , , , , ,0,0, , ,1,0,0,0,0,0,2,2,443.511077880859,290.418071830739,006939,00,0001,PUEBLO CAMPORREDONDO,-78.3233642578125,-6.216224193573,1637
2021,03,005061,034,11,010502,4,5,2,3,20210312,1,1,2, ,2,1,0,1,0,1,0,1,4,4,4,4,2,3,2,2, ,40,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,24, , ,9,9,2, ,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,1,0,0,10, ,25, , , ,0, , , ,12, , ,0, ,0,0, ,0, , , ,0, , , ,0, , ,0, , , , ,0, , , ,25, , , , , , ,0, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52,0,27,1,02,02,25,02,2021,11,03,2021,2, ,2, ,02,02,02,02, ,498, , , , ,0,0, ,125,0, ,311,0,0, , , , , , , , , ,0,0,311, , , , , , ,0,0,0, , , , , , , ,152,0, , , , , , , , , ,498,224,125,311, , , ,0, , , ,152, , ,0, ,0, ,0, ,0,0, , , , , , ,0,311, , , , , , ,0, , , , , ,0,0, , ,1,0,0,0,0,0,2,2,443.511077880859,290.418071830739,006939,00,0001,PUEBLO CAMPORREDONDO,-78.3233642578125,-6.216224193573,1637
2021,03,005061,058,11,010502,4,5,2,3,20210312,1,1,2, ,1,2,0,1,0,0,0,1,4,5,4,3,1,2,2,2, ,80,1,2,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,24, , ,9,9,2, ,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7, ,35, , , ,0, , , ,10, , ,0, ,0,0, ,0, , , ,0, , , ,0, , ,0, , , , ,0, , , ,0, , , , , , ,0, ,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,59,0,0,1,02,02,25,02,2021,11,03,2021,2, ,2, ,02,02,02,02, ,997, , , , ,0,0, ,87,0, ,436,0,0, , , , , , , , , ,0,0,0, , , , , , ,0,0,0, , , , , , , ,127,0, , , , , , , , , ,997,224,87,436, , , ,0, , , ,127, , ,0, ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , , , ,0,0, , ,1,0,0,0,0,0,2,2,443.511077880859,290.418071830739,006939,00,0001,PUEBLO CAMPORREDONDO,-78.3233642578125,-6.216224193573,1637
2021,03,005061,070,11,010502,4,5,2,3,20210313,1,1,2, ,2,2,0,1,0,1,0,1,4,5,4,3,1,3,3,1,27, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,24, , ,9,9,2, ,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,0,0,0,10, ,37, , , ,0, , , ,16, , , , ,0,0, ,0, , , ,9, , , ,0, , , , , , , ,0, , , ,0, , , , , , , , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,10,0,1,02,02,26,02,2021,12,03,2021,2, ,2, ,02,02,01,02,336, , , , , ,0,0, ,125,0, ,461,0,0, , , , , , , , , ,0,112,0, , , , , , , , , , , , , , , , ,202,0, , , , , , , , ,336, ,224,125,461, , , ,0, , , ,202, , , , ,0, ,0, ,0,0, , , , , , ,112,0, , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,443.511077880859,290.418071830739,006939,00,0001,PUEBLO CAMPORREDONDO,-78.3233642578125,-6.216224193573,1637
2021,03,005061,083,11,010502,4,5,2,3,20210313,1,1,2, ,2,2,0,1,0,1,0,1,4,5,4,4,1,2,2,6, ,120, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,24, , ,9,9,2, ,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5, ,23, , , , , , , ,30, , , , ,0,0, ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , , , , , , ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,1,01,01,26,02,2021,12,03,2021,2, ,2, ,01,01,01,01, ,1495, , , , ,0,0, ,62,0, ,287,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,380,0, , , , , , , , , ,1495,149,62,287, , , , , , , ,380, , , , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,443.511077880859,290.418071830739,006939,00,0001,PUEBLO CAMPORREDONDO,-78.3233642578125,-6.216224193573,1637
2021,12,005066,030,11,010601,7,5,1,3,20211206,1,1,2, ,1,1,0,1,1,1,0,1,3,5,2,3,2,2,2,1,400, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,1,.800000011920929,1,24, , ,1,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,0,1,0,1,0,1,1, ,1,0,0,0,1,0,0,0,1,0,1,0,0,4,10, ,24, , , ,0, , , ,35, ,40, , ,0,0, ,0, , , ,60, , , ,0, ,0, , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,60,0,1,02,02,18,11,2021,02,12,2021,2, ,2, ,02,02,02,02,4585, , , , , ,46,0, ,115,0, ,275,0,0, , , , , , , , , ,0,688,0, , , , , , , , , , , , , , , , ,397,0, , , , ,454,0, , ,4585, ,46,115,275, , , ,0, , , ,397, ,454, , ,0, ,0, ,0,0, , , , , , ,688,0, , , , , , ,0, , , ,0, , , , , ,1,0,0,0,0,0,2,2,56.2524871826172,59.6648422884632,007201,00,0001,CIUDAD RODRIGUEZ DE MENDOZA,-77.4822845458984,-6.39351749420166,1599
