AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,PERIODO,TIPENC,FECENT,RESULT,PANEL,P22,P23,P24A,P24B,P25$1,P25$2,P25$3,P25$4,P25$5,P101,P102,P103,P103A,P104,P104A,P104B1,P104B2,P105A,P105B,P106,P106A,P106B,P107B1,P107C11,P107C12,P107C13,P107C14,P107C16,P107C17,P107C18,P107C19,P107C110,P107D1,P107B2,P107C21,P107C22,P107C23,P107C24,P107C26,P107C27,P107C28,P107C29,P107C210,P107D2,P107B3,P107C31,P107C32,P107C33,P107C34,P107C36,P107C37,P107C38,P107C39,P107C310,P107D3,P107B4,P107C41,P107C42,P107C43,P107C44,P107C46,P107C47,P107C48,P107C49,P107C410,P107D4,P107E,P110,P110A1,P110A,P110A_MODIFICADA,P110C,P110C1,P110C2,P110C3,P110D,P110E,P110F,P110G,P111A,P1121,P1123,P1124,P1125,P1126,P1127,P112A,P1131,P1132,P1133,P1135,P1136,P1139,P1137,P1138,P113A,P1141,P1142,P1143,P1144,P1145,P1171$01,P1171$02,P1171$03,P1171$04,P1171$05,P1171$06,P1171$07,P1171$08,P1171$09,P1171$10,P1171$11,P1171$12,P1171$13,P1171$14,P1171$15,P1171$16,P1172$01,P1172$02,P1172$03,P1172$04,P1172$05,P1172$06,P1172$07,P1172$08,P1172$09,P1172$10,P1172$11,P1172$12,P1172$13,P1172$14,P1172$15,P1172$16,P1173$01,P1173$02,P1173$03,P1173$04,P1173$05,P1173$06,P1173$07,P1173$08,P1173$09,P1173$10,P1173$11,P1173$12,P1173$13,P1173$14,P1173$15,P1173$16,P1174$01,P1174$02,P1174$03,P1174$04,P1174$05,P1174$06,P1174$07,P1174$08,P1174$09,P1174$10,P1174$11,P1174$12,P1174$13,P1174$14,P1174$15,P1174$16,P1175$01,P1175$02,P1175$03,P1175$04,P1175$05,P1175$06,P1175$07,P1175$08,P1175$09,P1175$10,P1175$11,P1175$12,P1175$13,P1175$14,P1175$15,P1175$16,P117T2,P117T3,P117T4,T110,P200I,P600I,P600D1,P600M1,P600A1,P600D2,P600M2,P600A2,P612I1,P612I11,P612I2,P612I22,P700I,P710I,P800I,P110I,D105B,D106,D107D1,D107D2,D107D3,D107D4,D1172$01,D1173$01,D1174$01,D1172$02,D1173$02,D1174$02,D1172$04,D1173$04,D1174$04,D1172$05,D1173$05,D1174$05,D1172$06,D1173$06,D1174$06,D1172$07,D1173$07,D1174$07,D1172$08,D1173$08,D1174$08,D1172$09,D1173$09,D1174$09,D1172$10,D1173$10,D1174$10,D1172$15,D1173$15,D1174$15,D1172$16,D1173$16,D1174$16,D612I11,D1172$11,D1173$11,D1174$11,D1172$12,D1173$12,D1174$12,D1172$13,D1173$13,D1174$13,D1172$14,D1173$14,D1174$14,D612I22,I105B,I106,I1172$01,I1172$02,I1172$04,I1172$05,I1172$06,I1172$07,I1172$08,I1172$09,I1172$10,I1172$11,I1172$12,I1172$13,I1172$14,I1172$15,I1172$16,I1173$01,I1174$01,I1173$02,I1174$02,I1173$04,I1174$04,I1173$05,I1174$05,I1173$06,I1174$06,I1173$07,I1174$07,I1173$08,I1174$08,I1173$09,I1174$09,I1173$10,I1174$10,I1173$11,I1174$11,I1173$12,I1174$12,I1173$13,I1174$13,I1173$14,I1174$14,I1173$15,I1174$15,I1173$16,I1174$16,T111A,NBI1,NBI2,NBI3,NBI4,NBI5,TICUEST01,TIPOCUESTIONARIO,FACTOR07,FACTOR_P,NCONGLOME,SUB_CONGLOME,CODCCPP,NOMCCPP,LONGITUD,LATITUD,ALTITUD
2021,11,005020,068,11,010101,4,4,1,3,20211105,1,2,2, ,2,3,1,0,1,1,0,1,1,2,1,4,3,1,1,2, ,550,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,1,1,1,24, , ,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,1, ,1,0,0,0,0,0,0,0,1,0,1,0,0,10,6, ,45, , , , , , , ,54, ,10, , ,0,0, ,0, , , , , , , ,0, ,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,1,01,02,21,10,2021,04,11,2021,2, ,2, ,02,02,02,01, ,6362, , , , ,116,0, ,69,0, ,521,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,633,0, , , , ,117,0, , , ,6362,116,69,521, , , , , , , ,633, ,117, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, , , ,0, , , , , ,1,0,0,0,0,0,2,2,97.0378112792969,59.9505258953789,007100,00,0001,CIUDAD CHACHAPOYAS,-77.8709335327148,-6.23927164077759,2311
2021,11,005020,102,11,010101,4,4,1,3,20211104,2,1,2, ,1,1,1,0,1,1,0,1,1,2,4,5,3,1,1,2, ,750,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,1,.800000011920929,1,24, , ,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,1,0,1,1, ,1,0,0,0,0,0,0,1,1,1,1,0,0,97,134, ,94, , , , , , ,58,120,58,80, , ,0,0, ,0, , , , , , ,0,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,1,02,02,20,10,2021,03,11,2021,2, ,2, ,02,02,02,02, ,8676, , , , ,1122,0, ,1550,0, ,1087,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,679,0, ,1406,0, ,679,0, ,937,0, , , ,8676,1122,1550,1087, , , , , , ,679,1406,679,937, , ,0, ,0, ,0,0, , , , , , , , , , , , ,0, ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,97.0378112792969,59.9505258953789,007100,00,0001,CIUDAD CHACHAPOYAS,-77.8709335327148,-6.23927164077759,2311
2021,11,005020,152,11,010101,4,4,1,3,20211103,1,1,1,140101,1,3,1,0,1,1,0,1,1,5,1,8,5,1,1,2, ,1290,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,1,1,1,24, , ,2,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,0,0,0,0,1,1,1,0,0,65,235, ,78, , , , , , , ,150,25,114, , ,0,0, ,0, , , , , , , ,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,1,02,03,21,10,2021,04,11,2021,2, ,2, ,02,02,02,02, ,14922, , , , ,752,0, ,2718,0, ,902,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1757,0, ,293,0, ,1335,0, , , ,14922,752,2718,902, , , , , , , ,1757,293,1335, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,97.0378112792969,59.9505258953789,007100,00,0001,CIUDAD CHACHAPOYAS,-77.8709335327148,-6.23927164077759,2311
2021,08,005027,006,11,010201,7,4,3,3,20210819,1,1,2, ,1,2,0,1,0,1,0,4,1,5,1,2,1,2,2,1,91, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,2,1,3,0,2, ,4,2,2,3,1,1,2,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,0,0,8,25, ,43, , , ,0, , , ,18, , , , ,0,0, ,0, , , ,0, , , ,0, , , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,104,0,0,2,02,02,04,08,2021,18,08,2021,2, ,2, ,02,02,02,02,1094, , , , , ,96,0, ,300,0, ,517,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,214,0, , , , , , , , ,1094, ,96,300,517, , , ,0, , , ,214, , , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,2,0,0,0,0,0,2,2,259.938842773438,172.286479065472,006599,00,0001,CIUDAD BAGUA,-78.5273132324219,-5.62991380691528,503
2021,08,005027,018,11,010201,7,4,3,3,20210820,1,2,2, ,1,1,0,1,1,1,0,1,1,3,1,3,2,3,3,1,700, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,3,0,2, ,4,2,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,1, ,1,0,0,0,0,0,0,0,1,0,1,0,0,19,85, ,53, , , , , , , ,45, ,15, , ,0,0, ,0, , , , , , , ,0, ,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,1,01,02,07,08,2021,21,08,2021,2, ,2, ,01,01,01,01,8413, , , , , ,228,0, ,1022,0, ,637,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,535,0, , , , ,178,0, , ,8413, ,228,1022,637, , , , , , , ,535, ,178, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, , , ,0, , , , , ,1,0,0,0,0,0,2,2,259.938842773438,172.286479065472,006599,00,0001,CIUDAD BAGUA,-78.5273132324219,-5.62991380691528,503
2021,08,005027,044,11,010201,7,4,3,3,20210819,1,1,2, ,1,1,0,1,0,1,0,1,3,5,4,4,3,2,2,2, ,300,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,2, ,4,2,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,0,0,0,0,1,1,1,0,0,10,95, ,55, , , , , , , ,86,30,133, , ,0,0, ,0, , , , , , , ,0,0,0, , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,1,02,02,05,08,2021,19,08,2021,2, ,2, ,02,02,02,02, ,3606, , , , ,120,0, ,1142,0, ,661,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1023,0, ,357,0, ,1582,0, , , ,3606,120,1142,661, , , , , , , ,1023,357,1582, , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,259.938842773438,172.286479065472,006599,00,0001,SECTOR CESAR VALLEJO,-78.5273132324219,-5.62991380691528,503
2021,08,005027,055,11,010201,7,4,3,3,20210819,1,1,2, ,2,3,0,1,0,1,0,1,3,6,4,3,2,2,2,6, ,190, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,1,24, , ,2,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,1, ,0,0,0,0,1,0,0,0,1,0,0,0,0,4,14, , , , , ,0, , , ,68, , , , ,0,0, , , , , ,0, , , ,0, , , , , , , , , , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,86,0,0,1,01,02,07,08,2021,21,08,2021,2, ,2, ,01,01,01,01, ,2284, , , , ,48,0, ,168,0, , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,809,0, , , , , , , , , ,2284,48,168, , , , ,0, , , ,809, , , , ,0, ,0, , , , , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,259.938842773438,172.286479065472,006599,00,0001,SECTOR EL CARMEN,-78.5273132324219,-5.62991380691528,503
2021,08,005027,065,11,010201,7,4,3,3,20210820,1,1,2, ,3,3,0,1,0,1,0,1,3,6,4,1,1,2,2,6, ,55, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,1,24, , ,1,3,1,1,7,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,0,0,4,10, ,28, , , ,0, , , ,10, , , , ,0,0, ,0, , , ,0, , , ,0, , , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,52,0,0,1,01,01,05,08,2021,19,08,2021,2, ,2, ,01,01,01,01, ,661, , , , ,48,0, ,120,0, ,337,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,119,0, , , , , , , , , ,661,48,120,337, , , ,0, , , ,119, , , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,7,0,0,1,0,0,2,2,259.938842773438,172.286479065472,006599,00,0001,SECTOR EL CARMEN,-78.5273132324219,-5.62991380691528,503
2021,08,005027,078,11,010201,7,4,3,3,20210819,1,1,1,130702,3,3,0,1,0,1,0,1,3,6,4,2,2,2,2,2, ,36,2, ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,3,0,1,24, , ,2,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,1, ,0,0,0,0,1,0,0,0,1,0,0,0,0,4,5, , , , , ,0, , , ,76, , , , ,0,0, , , , , ,0, , , ,0, , , , , , , , , , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,85,0,0,1,01,01,04,08,2021,18,08,2021,2, ,2, ,01,01,01,01, ,433, , , , ,48,0, ,60,0, , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,904,0, , , , , , , , , ,433,48,60, , , , ,0, , , ,904, , , , ,0, ,0, , , , , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,259.938842773438,172.286479065472,006599,00,0001,SECTOR EL CARMEN,-78.5273132324219,-5.62991380691528,503
2021,01,005030,005,11,010201,7,4,2,1,20210116,1, ,2, ,2,2,1,1,1,1,0,1,7,5,4,2,1,2,2,6, ,250, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,3, , ,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,0,1,0,0,0,1,1,1,0,0,29,65, ,37, , , ,0, , , ,40,30,20, , ,0,0, ,0, , , ,0, , , ,0,0,0, , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,221,0,0,1,01,01,01,01,2021,15,01,2021,2, ,2, ,01,01,01,01, ,3178, , , , ,369,0, ,826,0, ,470,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,511,0, ,383,0, ,256,0, , , ,3178,369,826,470, , , ,0, , , ,511,383,256, , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, ,0, ,0, , , , , ,1,0,1,0,0,0,2,2,145.620407104492,128.816993772796,006618,00,0001,CIUDAD BAGUA,-78.5312118530273,-5.63599729537964,429
2021,01,005030,012,11,010201,7,4,2,1,20210116,1, ,2, ,3,3,1,1,1,1,0,1,1,5,4,1,1,2,2,2, ,125,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,2, , ,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,1, ,1,0,0,0,1,0,0,0,0,0,0,0,0,23,25, ,34, , , ,0, , , , , , , , ,0,0, ,0, , , ,0, , , , , , , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,82,0,0,1,01,02,01,01,2021,15,01,2021,2, ,2, ,02,02,02,01, ,1589, , , , ,292,0, ,318,0, ,432,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1589,292,318,432, , , ,0, , , , , , , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , , , , , , , , , , , ,1,0,0,0,0,0,2,2,145.620407104492,128.816993772796,006618,00,0001,CIUDAD BAGUA,-78.5312118530273,-5.63599729537964,429
2021,01,005030,030,11,010201,7,4,2,1,20210117,2, ,2, ,1,1,0,1,0,1,0,1,1,3,1,4,3,2,1,2, ,538,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,2, , ,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,1,1,1,0,1,1, ,1,0,0,1,1,0,0,0,1,1,1,0,0,60,45, ,46, , ,12,15, , , ,63,35,30, , ,0,0, ,0, , ,0,0, , , ,0,0,0, , , , , ,0, , ,0,0, , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,1,01,02,02,01,2021,16,01,2021,2, ,2, ,01,01,01,01, ,6839, , , , ,763,0, ,572,0, ,585,0,0, , , , , , ,153,0,0,191,0,0, , , , , , , , , , , , , , , , ,805,0, ,447,0, ,383,0, , , ,6839,763,572,585, , ,153,191, , , ,805,447,383, , ,0, ,0, ,0,0, , , , ,0,0,0,0, , , , , , ,0, ,0, ,0, , , , , ,1,0,0,0,0,0,2,2,145.620407104492,128.816993772796,006618,00,0001,CIUDAD BAGUA,-78.5312118530273,-5.63599729537964,429
2021,01,005030,039,11,010201,7,4,2,1,20210201,1, ,2, ,1,2,0,1,1,1,0,1,1,5,4,3,1,2,2,2, ,100,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,2, , ,9,9,1,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,1,0,1,0,1,1, ,1,0,0,1,0,0,0,0,1,0,1,0,0,6,0, ,36, , ,4, , , , ,0, ,0, , ,0,30, ,0, , ,0, , , , ,24, ,5, , , , , ,0, , ,0, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,59,0,1,01,02,02,01,2021,16,01,2021,2, ,2, ,02,02,02,01, ,1256, , , , ,75,0, ,0,377, ,452,0,0, , , , , , ,50,0,0, , , , , , , , , , , , , , , , , , , ,0,306, , , , ,0,64, , , ,1256,75,0,452, , ,50, , , , ,0, ,0, , ,0, ,377, ,0,0, , , , ,0,0, , , , , , , , ,306, , , ,64, , , , , ,1,0,0,0,0,0,2,2,145.620407104492,128.816993772796,006618,00,0001,CIUDAD BAGUA,-78.5312118530273,-5.63599729537964,429
2021,01,005030,047,11,010201,7,4,2,1,20210118,1, ,2, ,1,2,0,1,1,1,0,1,1,5,4,1,1,1,2,2, ,130,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,2, , ,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,1, ,1,0,0,0,1,0,0,0,1,1,0,0,0,22,15, ,40, , , ,0, , , ,15,30, , , ,0,0, ,0, , , ,0, , , ,0,0, , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,122,0,0,1,01,01,03,01,2021,17,01,2021,2, ,2, ,01,01,01,01, ,1653, , , , ,280,0, ,191,0, ,508,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,192,0, ,383,0, , , , , , ,1653,280,191,508, , , ,0, , , ,192,383, , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,145.620407104492,128.816993772796,006618,00,0001,CIUDAD BAGUA,-78.5312118530273,-5.63599729537964,429
2021,01,005030,055,11,010201,7,4,2,1,20210117,1, ,2, ,3,3,0,1,1,1,0,1,1,5,4,3,2,2,2,2, ,220,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,2, , ,9,9,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1, ,1,0,0,0,1,0,0,0,1,0,0,0,0,23,11, ,35, , , ,8, , , ,15, , , , ,0,0, ,0, , , ,0, , , ,0, , , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,1,01,02,02,01,2021,16,01,2021,2, ,2, ,01,02,01,01, ,2797, , , , ,292,0, ,140,0, ,445,0,0, , , , , , , , , ,102,0,0, , , , , , , , , , , , , , , , ,192,0, , , , , , , , , ,2797,292,140,445, , , ,102, , , ,192, , , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,145.620407104492,128.816993772796,006618,00,0001,CIUDAD BAGUA,-78.5312118530273,-5.63599729537964,429
2021,01,005035,005,11,010206,7,5,2,3,20210117,1,1,2, ,1,2,0,1,0,1,0,1,3,5,4,5,4,2,2,2, ,300,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,24, , ,9,9,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,0,1,1,0,0,1,1, ,1,0,0,0,1,0,0,0,1,1,0,0,0,3,25, ,40, , , ,25, , , ,10,18, , , ,0,0, ,0, , , ,0, , , ,0,0, , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,1,01,02,02,01,2021,16,01,2021,2, ,2, ,02,02,02,01, ,3814, , , , ,38,0, ,318,0, ,508,0,0, , , , , , , , , ,318,0,0, , , , , , , , , , , , , , , , ,128,0, ,230,0, , , , , , ,3814,38,318,508, , , ,318, , , ,128,230, , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,312.805786132813,182.749119430227,006635,00,0001,CENTRO POBLADO MENOR LA PECA,-78.4399261474609,-5.61181259155273,847
2021,01,005035,032,11,010206,7,5,2,3,20210116,1,1,2, ,1,3,0,1,0,1,0,1,1,5,1,2,1,2,2,2, ,200,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,10000,2, , , , , , , , , , ,2,1,2,9,9.9,1,24, , ,9,9,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,1, ,1,0,0,0,1,0,0,0,1,1,0,0,0,3,35, ,40, , , ,0, , , ,5,35, , , ,0,0, ,0, , , ,0, , , ,0,0, , , , , , ,0, , , ,43, , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,43,1,02,02,01,01,2021,15,01,2021,2, ,2, ,02,02,02,02, ,2542, , ,10726, ,38,0, ,445,0, ,508,0,0, , , , , , , , , ,0,0,547, , , , , , , , , , , , , , , , ,64,0, ,447,0, , , , , , ,2542,38,445,508, , , ,0, , , ,64,447, , , ,0, ,0, ,0,0, , , , , , ,0,547, , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,312.805786132813,182.749119430227,006635,00,0001,CENTRO POBLADO MENOR LA PECA,-78.4399261474609,-5.61181259155273,847
2021,01,005035,047,11,010206,7,5,2,3,20210115,1,1,2, ,1,1,0,1,0,1,0,1,3,5,4,3,0,2,2,2, ,120,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,24, , ,9,9,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,3,9, ,24, , , , , , , ,10, , , , ,0,0, ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,01,01,31,12,2020,14,01,2021,2, ,2, ,01,01,01,01, ,1525, , , , ,38,0, ,114,0, ,305,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,128,0, , , , , , , , , ,1525,38,114,305, , , , , , , ,128, , , , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, , , , , , , , , ,1,0,0,0,0,0,2,2,312.805786132813,182.749119430227,006635,00,0001,CENTRO POBLADO MENOR LA PECA,-78.4399261474609,-5.61181259155273,847
2021,01,005035,075,11,010206,7,5,2,3,20210116,1,1,2, ,2,1,1,0,0,1,0,1,3,5,4,3,2,2,2,2, ,300,1,1,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,2,9,9.9,1,24, , ,9,9,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,0,1,1,0,0,1,1, ,1,0,0,0,1,0,0,0,1,1,0,0,0,3,15, ,19, , , ,0, , , ,25,35, , , ,0,0, ,0, , , ,0, , , ,0,0, , , , , , ,0, , , ,0, , , , , , , , ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,97,0,0,1,01,02,01,01,2021,15,01,2021,2, ,2, ,02,02,02,01, ,3814, , , , ,38,0, ,191,0, ,242,0,0, , , , , , , , , ,0,0,0, , , , , , , , , , , , , , , , ,319,0, ,447,0, , , , , , ,3814,38,191,242, , , ,0, , , ,319,447, , , ,0, ,0, ,0,0, , , , , , ,0,0, , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,312.805786132813,182.749119430227,006635,00,0001,CENTRO POBLADO MENOR LA PECA,-78.4399261474609,-5.61181259155273,847
2021,01,005035,089,11,010206,7,5,2,3,20210116,1,1,2, ,1,1,0,1,0,1,0,1,3,5,4,3,1,2,2,1,100, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,2, , , , , , , , , , , ,1,1,9,9.9,1,24, , ,9,9,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1, ,1,0,0,0,0,0,0,0,1,1,0,0,0,3,23, ,35, , , , , , , ,15,35, , , ,0,0, ,0, , , , , , , ,0,0, , , , , , ,0, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,1,01,01,01,01,2021,15,01,2021,2, ,2, ,01,01,01,01,1271, , , , , ,38,0, ,292,0, ,445,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,192,0, ,447,0, , , , , ,1271, ,38,292,445, , , , , , , ,192,447, , , ,0, ,0, ,0,0, , , , , , , , , , , , , , ,0, ,0, , , , , , , ,1,0,0,0,0,0,2,2,312.805786132813,182.749119430227,006635,00,0001,CENTRO POBLADO MENOR LA PECA,-78.4399261474609,-5.61181259155273,847
